"v_bat","battery_soc","temperature","box_id","event_time"
81.58,78.04,35.95,"5813",2024-11-06 14:03:31
81.58,78.04,35.95,"5813",2024-11-06 14:03:31
81.58,78.04,35.95,"5813",2024-11-06 14:03:31
81.58,78.04,35.95,"5813",2024-11-06 14:03:31
81.58,78.04,35.95,"5813",2024-11-06 14:03:29
81.33,78.12,35.94,"5813",2024-11-06 14:02:23
81.33,78.12,35.94,"5813",2024-11-06 14:02:23
81.33,78.12,35.94,"5813",2024-11-06 14:02:23
81.33,78.12,35.94,"5813",2024-11-06 14:02:23
81.33,78.12,35.94,"5813",2024-11-06 14:02:23
81.58,78.17,35.94,"5813",2024-11-06 14:01:25
81.58,78.17,35.94,"5813",2024-11-06 14:01:25
81.58,78.17,35.94,"5813",2024-11-06 14:01:25
81.58,78.17,35.94,"5813",2024-11-06 14:01:25
81.33,78.25,35.93,"5813",2024-11-06 14:00:22
81.33,78.25,35.93,"5813",2024-11-06 14:00:22
81.33,78.25,35.93,"5813",2024-11-06 14:00:22
81.33,78.25,35.93,"5813",2024-11-06 14:00:22
81.58,78.28,35.95,"5813",2024-11-06 13:59:29
81.58,78.28,35.95,"5813",2024-11-06 13:59:29
81.58,78.28,35.95,"5813",2024-11-06 13:59:29
81.58,78.28,35.95,"5813",2024-11-06 13:59:29
81.58,78.28,35.95,"5813",2024-11-06 13:59:29
81.58,78.36,35.97,"5813",2024-11-06 13:58:26
81.58,78.36,35.97,"5813",2024-11-06 13:58:26
81.58,78.36,35.97,"5813",2024-11-06 13:58:26
81.58,78.36,35.97,"5813",2024-11-06 13:58:26
81.58,78.36,35.97,"5813",2024-11-06 13:58:26
81.58,78.36,35.97,"5813",2024-11-06 13:58:11
81.75,78.43,35.97,"5813",2024-11-06 13:57:07
81.75,78.43,35.97,"5813",2024-11-06 13:57:07
81.75,78.43,35.97,"5813",2024-11-06 13:57:07
81.75,78.5,35.98,"5813",2024-11-06 13:56:42
81.75,78.5,35.98,"5813",2024-11-06 13:56:42
81.75,78.5,35.98,"5813",2024-11-06 13:56:42
81.75,78.5,35.98,"5813",2024-11-06 13:56:32
81.75,78.5,35.98,"5813",2024-11-06 13:56:19
81.58,78.56,35.99,"5813",2024-11-06 13:55:17
81.58,78.56,35.99,"5813",2024-11-06 13:55:17
81.58,78.56,35.99,"5813",2024-11-06 13:55:17
81.58,78.56,35.99,"5813",2024-11-06 13:55:17
81.75,78.63,36.02,"5813",2024-11-06 13:54:21
81.75,78.63,36.02,"5813",2024-11-06 13:54:21
81.75,78.63,36.02,"5813",2024-11-06 13:54:21
81.75,78.63,36.02,"5813",2024-11-06 13:54:21
81.17,78.68,36.03,"5813",2024-11-06 13:53:19
81.17,78.68,36.03,"5813",2024-11-06 13:53:19
81.17,78.68,36.03,"5813",2024-11-06 13:53:19
81.17,78.68,36.03,"5813",2024-11-06 13:53:19
81.17,78.68,36.03,"5813",2024-11-06 13:53:18
82.17,78.75,36.04,"5813",2024-11-06 13:52:41
82.17,78.75,36.04,"5813",2024-11-06 13:52:41
82.17,78.75,36.04,"5813",2024-11-06 13:52:41
82.17,78.75,36.04,"5813",2024-11-06 13:52:27
82.17,78.8,36.07,"5813",2024-11-06 13:51:22
82.17,78.8,36.07,"5813",2024-11-06 13:51:22
82.17,78.8,36.07,"5813",2024-11-06 13:51:22
82.17,78.8,36.07,"5813",2024-11-06 13:51:22
82.17,78.8,36.07,"5813",2024-11-06 13:51:17
82.42,78.88,36.11,"5813",2024-11-06 13:50:33
82.42,78.88,36.11,"5813",2024-11-06 13:50:33
82.42,78.88,36.11,"5813",2024-11-06 13:50:33
82.42,78.88,36.11,"5813",2024-11-06 13:50:32
82.42,78.88,36.11,"5813",2024-11-06 13:50:13
82.17,78.95,36.14,"5813",2024-11-06 13:49:08
82.17,78.95,36.14,"5813",2024-11-06 13:49:08
82.17,78.95,36.14,"5813",2024-11-06 13:49:08
82.17,78.95,36.14,"5813",2024-11-06 13:49:08
82.17,78.95,36.14,"5813",2024-11-06 13:49:08
82.17,79.01,36.15,"5813",2024-11-06 13:48:15
82.17,79.01,36.15,"5813",2024-11-06 13:48:15
82.17,79.01,36.15,"5813",2024-11-06 13:48:15
82.17,79.01,36.15,"5813",2024-11-06 13:48:15
82.17,79.01,36.15,"5813",2024-11-06 13:48:15
82.42,79.08,36.18,"5813",2024-11-06 13:47:08
82.42,79.08,36.18,"5813",2024-11-06 13:47:08
82.42,79.08,36.18,"5813",2024-11-06 13:47:08
82.42,79.08,36.18,"5813",2024-11-06 13:47:08
82.42,79.08,36.18,"5813",2024-11-06 13:47:08
82.17,79.15,36.21,"5813",2024-11-06 13:46:13
82.17,79.15,36.21,"5813",2024-11-06 13:46:13
82.17,79.15,36.21,"5813",2024-11-06 13:46:13
82.17,79.15,36.21,"5813",2024-11-06 13:46:13
82.42,79.2,36.22,"5813",2024-11-06 13:45:14
82.42,79.2,36.22,"5813",2024-11-06 13:45:14
82.42,79.2,36.22,"5813",2024-11-06 13:45:14
82.42,79.2,36.22,"5813",2024-11-06 13:45:14
82.42,79.2,36.22,"5813",2024-11-06 13:45:10
82.42,79.27,36.24,"5813",2024-11-06 13:44:04
82.42,79.27,36.24,"5813",2024-11-06 13:44:04
82.42,79.27,36.24,"5813",2024-11-06 13:44:04
82.42,79.27,36.24,"5813",2024-11-06 13:44:04
82.42,79.27,36.24,"5813",2024-11-06 13:44:04
82.42,79.34,36.26,"5813",2024-11-06 13:43:04
82.42,79.34,36.26,"5813",2024-11-06 13:43:04
82.42,79.34,36.26,"5813",2024-11-06 13:43:04
82.42,79.34,36.26,"5813",2024-11-06 13:43:04
81.33,79.4,36.3,"5813",2024-11-06 13:42:08
81.33,79.4,36.3,"5813",2024-11-06 13:42:08
81.33,79.4,36.3,"5813",2024-11-06 13:42:08
81.33,79.4,36.3,"5813",2024-11-06 13:42:08
81.33,79.4,36.3,"5813",2024-11-06 13:42:08
81.33,79.4,36.3,"5813",2024-11-06 13:42:02
82.17,79.47,36.32,"5813",2024-11-06 13:40:57
82.17,79.47,36.32,"5813",2024-11-06 13:40:57
82.17,79.47,36.32,"5813",2024-11-06 13:40:57
82.17,79.47,36.32,"5813",2024-11-06 13:40:57
82.42,79.55,36.31,"5813",2024-11-06 13:40:02
82.42,79.55,36.31,"5813",2024-11-06 13:40:02
82.42,79.55,36.31,"5813",2024-11-06 13:40:02
82.42,79.55,36.31,"5813",2024-11-06 13:40:02
82.42,79.55,36.31,"5813",2024-11-06 13:40:02
82.83,79.6,36.34,"5813",2024-11-06 13:38:55
82.83,79.6,36.34,"5813",2024-11-06 13:38:55
82.83,79.6,36.34,"5813",2024-11-06 13:38:55
82.83,79.6,36.34,"5813",2024-11-06 13:38:55
82.83,79.68,36.38,"5813",2024-11-06 13:38:13
82.83,79.68,36.38,"5813",2024-11-06 13:38:13
82.83,79.68,36.38,"5813",2024-11-06 13:38:13
82.83,79.68,36.38,"5813",2024-11-06 13:38:13
82.83,79.68,36.38,"5813",2024-11-06 13:38:01
82.58,79.73,36.43,"5813",2024-11-06 13:36:55
82.58,79.73,36.43,"5813",2024-11-06 13:36:55
82.58,79.73,36.43,"5813",2024-11-06 13:36:55
82.58,79.73,36.43,"5813",2024-11-06 13:36:55
82.58,79.73,36.43,"5813",2024-11-06 13:36:55
82.58,79.79,36.46,"5813",2024-11-06 13:36:01
82.58,79.79,36.46,"5813",2024-11-06 13:36:01
82.58,79.79,36.46,"5813",2024-11-06 13:36:01
82.58,79.79,36.46,"5813",2024-11-06 13:36:01
82.58,79.79,36.46,"5813",2024-11-06 13:36:00
82.42,79.85,36.46,"5813",2024-11-06 13:34:59
82.42,79.85,36.46,"5813",2024-11-06 13:34:59
82.42,79.85,36.46,"5813",2024-11-06 13:34:59
82.42,79.85,36.46,"5813",2024-11-06 13:34:59
82.42,79.85,36.46,"5813",2024-11-06 13:34:59
82.83,79.92,36.5,"5813",2024-11-06 13:33:51
82.83,79.92,36.5,"5813",2024-11-06 13:33:51
82.83,79.92,36.5,"5813",2024-11-06 13:33:51
82.83,79.92,36.5,"5813",2024-11-06 13:33:51
82.83,79.92,36.5,"5813",2024-11-06 13:33:51
82.83,79.97,36.51,"5813",2024-11-06 13:32:54
82.83,79.97,36.51,"5813",2024-11-06 13:32:54
82.83,79.97,36.51,"5813",2024-11-06 13:32:54
82.83,79.97,36.51,"5813",2024-11-06 13:32:54
82.83,79.97,36.51,"5813",2024-11-06 13:32:53
82.83,80.04,36.5,"5813",2024-11-06 13:31:51
82.83,80.04,36.5,"5813",2024-11-06 13:31:51
82.83,80.04,36.5,"5813",2024-11-06 13:31:51
82.83,80.04,36.5,"5813",2024-11-06 13:31:51
83.0,80.1,36.49,"5813",2024-11-06 13:30:52
83.0,80.1,36.49,"5813",2024-11-06 13:30:52
83.0,80.1,36.49,"5813",2024-11-06 13:30:52
83.0,80.1,36.49,"5813",2024-11-06 13:30:52
83.0,80.1,36.49,"5813",2024-11-06 13:30:52
83.0,80.1,36.49,"5813",2024-11-06 13:30:42
82.83,80.17,36.48,"5813",2024-11-06 13:29:40
82.83,80.17,36.48,"5813",2024-11-06 13:29:40
82.83,80.17,36.48,"5813",2024-11-06 13:29:40
82.83,80.17,36.48,"5813",2024-11-06 13:29:40
83.0,80.22,36.5,"5813",2024-11-06 13:28:46
83.0,80.22,36.5,"5813",2024-11-06 13:28:46
83.0,80.22,36.5,"5813",2024-11-06 13:28:46
83.0,80.22,36.5,"5813",2024-11-06 13:28:46
83.0,80.22,36.5,"5813",2024-11-06 13:28:44
83.33,80.27,36.49,"5813",2024-11-06 13:27:45
83.33,80.27,36.49,"5813",2024-11-06 13:27:45
83.33,80.27,36.49,"5813",2024-11-06 13:27:45
83.33,80.27,36.49,"5813",2024-11-06 13:27:45
83.0,80.35,36.52,"5813",2024-11-06 13:26:42
83.0,80.35,36.52,"5813",2024-11-06 13:26:42
83.0,80.35,36.52,"5813",2024-11-06 13:26:42
83.0,80.35,36.52,"5813",2024-11-06 13:26:42
83.0,80.35,36.52,"5813",2024-11-06 13:26:42
83.0,80.41,36.51,"5813",2024-11-06 13:25:40
83.0,80.41,36.51,"5813",2024-11-06 13:25:40
83.0,80.41,36.51,"5813",2024-11-06 13:25:40
83.0,80.41,36.51,"5813",2024-11-06 13:25:40
83.0,80.41,36.51,"5813",2024-11-06 13:25:40
83.0,80.46,36.52,"5813",2024-11-06 13:24:38
83.0,80.46,36.52,"5813",2024-11-06 13:24:38
83.0,80.46,36.52,"5813",2024-11-06 13:24:38
83.0,80.46,36.52,"5813",2024-11-06 13:24:38
83.0,80.46,36.52,"5813",2024-11-06 13:24:38
83.0,80.52,36.52,"5813",2024-11-06 13:23:42
83.0,80.52,36.52,"5813",2024-11-06 13:23:42
83.0,80.52,36.52,"5813",2024-11-06 13:23:42
83.0,80.52,36.52,"5813",2024-11-06 13:23:42
83.0,80.52,36.52,"5813",2024-11-06 13:23:42
83.33,80.59,36.52,"5813",2024-11-06 13:22:34
83.33,80.59,36.52,"5813",2024-11-06 13:22:34
83.33,80.59,36.52,"5813",2024-11-06 13:22:34
83.33,80.59,36.52,"5813",2024-11-06 13:22:34
